award_id,dollars_obligated,awarding_agency_name,recipient_duns,recipient_name,contract_pricing_code,contract_pricing,naics_code,naics_description,extent_competed,solicitation_procedures,awarding_agency_abbr
47QSWA19F1E3U,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1E3V,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1E40,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1E4C,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1EHW,547.08,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1EHY,547.08,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1EMG,91.18,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1ENU,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1EQE,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1EQQ,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1ET3,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1F2C,91.18,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1F2G,410.31,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1F4R,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1FCS,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1FE9,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1FJR,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1FM1,91.18,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1FPJ,319.13,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1FQF,91.18,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1FQM,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1G5D,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1G5E,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1GB0,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1GBD,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1H2X,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1H34,91.18,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1HKC,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1HL8,136.77,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1HL9,91.18,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1HPH,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1HXZ,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1J0N,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1J0R,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1J1F,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1J1P,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1J3R,136.77,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1J3U,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1JG7,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1JPT,182.36,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1JRA,136.77,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1JRB,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1JT0,91.18,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1K9K,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1KAK,182.36,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1KAL,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1KEZ,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1KFN,2097.14,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1KL7,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1KL8,455.9,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1KLA,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1KQY,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1KRJ,1823.6,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1KSK,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1KTB,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1KTF,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1KTQ,91.18,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1KU2,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1KU3,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1KU6,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1KV8,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1L6G,364.72,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1L8R,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1LFX,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1LGJ,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1LHB,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1LJL,410.31,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1LP5,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1LP6,91.18,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
47QSWA19F1LP7,45.59,GENERAL SERVICES ADMINISTRATION (GSA),2337277,ARROW SAFETY DEVICE CO.,K,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,336320,MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,GSA
